word,count
코로나,4019
극복,401
지원,339
진자,314
확진,214
대응,196
신규,152
감염,152
위기,144
확산,121
피해,116
사태,116
병원,114
사망,113
긴급,112
구충제,105
사망자,104
미국,102
속보,99
진단,97
바이러스,96
이버멕틴,94
위해,93
지역,92
총리,92
추가,90
여파,89
키트,89
특별,88
시간,88
격리,87
기부,85
방역,84
금융,78
예방,73
성금,73
관련,69
호랑이,69
중국,67
국내,67
개최,67
검사,67
경제,66
회의,66
선언,66
판정,65
한국,65
증가,65
대구,64
펀딩,64
완치,63
우리금융,63
기탁,62
우드,62
수출,61
대책,60
의료,58
뉴욕,58
치료,56
입원,55
공식,53
해외,51
실시,50
자가,49
경북,49
제공,49
기업,48
세계,48
직원,48
융자,48
감소,47
동물원,47
마스크,46
급증,46
공모전,45
방지,44
종합,44
환자,44
연기,44
현황,43
발생,43
억원,43
동물농장,43
자막,43
사회,43
중단,43
아베,43
구호,43
지자체,43
동참,42
서비스,42
상담,42
입국,42
이탈리아,42
사과,42
존슨,42
취약,41
만원,41
추진,41
정부,40
영향,40
계층,40
확대,40
봉쇄,40
오픈,39
온라인,39
음성,38
영국,38
연장,38
무상,38
고용,37
지급,37
일본,37
캠페인,37
상승,37
제의,36
하루,36
사업,36
수젠텍,36
안심,36
개발,35
이하,34
운영,34
재확진,34
제약,33
자금,33
브라질,33
시설,33
사례,33
투자,32
누적,32
대출,31
트럼프,31
대국민,31
정세균,31
취소,31
대본,31
등록,31
최대,30
발표,30
백신,30
포스트,30
신속,30
노동,30
하락,30
빅데이터,30
현대,30
일자리,29
총력,29
활동,29
이후,29
생활,29
급등,29
마시스,29
현장,28
유럽,28
우려,28
시장,28
분기,28
잘못,28
특징,28
건설,28
해제,28
무료,28
교육청,28
농가,27
소비,27
종식,27
공급,27
퇴원,27
운송,27
센터,26
유입,26
사멸,26
살균,26
오페라,26
유령,26
안산시,26
국민카드,26
안전,25
재난,25
노인,25
전문,25
비상,25
거리,25
강화,25
매출,25
프시,25
서울,25
물품,25
공동,25
아래,25
중소기업,24
육박,24
수도권,24
글로비스,24
린지,24
보름,24
글로벌,23
회복,23
뉴스,23
오늘,23
그룹,23
급여,23
병역,23
천안,23
정책,22
사용,22
두기,22
운동,22
나눔,22
효과,22
코로나바이러스,22
진주시,22
소식,22
명일,22
마련,21
상황,21
희망,21
양성,21
아동,21
활용,21
내일,21
원금,21
논란,21
실적,21
기술,21
업계,21
항공,21
둔화,21
완화,21
비대,21
주재,21
사정,21
소독제,21
일만,21
키썸,20
발병,20
대비,20
브리핑,20
건설업,20
함장,20
목표,20
전설,20
안정,20
확인,20
신한카드,20
노동자,20
토요타,20
민주,20
분석,19
대처,19
총선,19
전원,19
진행,19
방문,19
그래픽,19
차단,19
증상,19
디지털,19
결혼,19
정보,19
버콘,19
노총,19
식량,18
전자,18
장기,18
선택,18
독일,18
여성,18
블루,18
미군,18
경남,18
산업,18
달러,18
소상,18
공인,18
스페인,18
이상,18
청소년,18
가격,18
강세,18
동향,18
중외,18
릴라,18
경기,17
전망,17
주간,17
성장,17
감염병,17
제작,17
주목,17
최저,17
타격,17
응원,17
전담,17
돌파,17
설치,17
우한,17
호주,17
지속,17
결제,17
가능성,17
부산시,17
충남,17
배치,17
접촉,17
남성,17
완료,17
신학,17
화학,17
부회장,17
슈퍼,17
이온,17
최희,17
이슈,16
의정부,16
문화,16
국제,16
칼럼,16
집단,16
향년,16
올해,16
시민,16
청년,16
이틀,16
하나,16
광주,16
관리,16
연속,16
판매,16
성모,16
선지,16
천명,16
노조,16
재단,16
공장,16
점검,16
대전,16
부족,16
클린,16
적응,16
전세계,15
부산,15
결혼식,15
대구시,15
나무,15
후보,15
서울시,15
포토,15
시작,15
경영,15
차량,15
현대차,15
여왕,15
전달,15
우리,15
채권,15
발행,15
요양,15
수요,15
본부,15
행사,15
무증상,15
배우,15
신청,15
증권,15
한시,15
박테리아,15
걱정,14
대통령,14
예술,14
폐쇄,14
심리,14
조치,14
카드,14
극단,14
은행,14
인기,14
기금,14
임대료,14
삼성,14
명대,14
기관,14
마돈나,14
동선,14
전염,14
규모,14
복지,14
협회,14
공중보건,14
보고서,14
수도,13
반납,13
모두,13
희생,13
바이오,13
가장,13
학생,13
참여,13
위반,13
개월,13
뉴욕주,13
국민,13
프랑스,13
인도,13
배달,13
교수,13
집콕,13
전남,13
심각,13
도쿄,13
성남시,13
공유,13
전환,13
단계,13
릴레이,13
분당,13
서울대,13
창구,13
미만,13
공개,12
시대,12
게이츠,12
민생,12
팬데믹,12
공무원,12
사랑,12
고통,12
접수,12
검토,12
의사,12
입장,12
정우성,12
부친상,12
사재기,12
교육,12
제품,12
경질,12
준비,12
농산물,12
전경련,12
마음,12
충북,12
재산,12
후원,12
미코,12
상공,12
코리아,12
상금,12
씨젠,12
생계,12
근로,12
공주시,12
정의당,12
생존권,12
본격,11
천만,11
실업,11
위험,11
영업,11
재개,11
개학,11
경매,11
기준,11
영상,11
헌혈,11
결과,11
장비,11
사흘,11
이낙연,11
황교안,11
인천,11
마을,11
통제,11
어려움,11
지사,11
평가,11
광주시,11
전남도,11
진흥,11
변화,11
절반,11
브롱크스,11
직격탄,11
보호,11
보건소,11
스케,11
관광,11
베트남,11
경찰서,11
온정,11
충남도,11
농촌,11
기간,11
중앙,11
주가,11
계속,11
네이버,11
경로,11
식품,11
대상,11
투어,11
음료,11
수립,11
고립,11
화투,11
소비자,10
예산,10
교회,10
돕기,10
쇼크,10
소독,10
도입,10
간호사,10
유지,10
거주,10
농어촌,10
포항시,10
리포트,10
출시,10
국민은행,10
카운트다운,10
전화,10
필요,10
합병증,10
천만원,10
테마주,10
엘리자베스,10
임대,10
개미,10
국가,10
임시,10
천억원,10
당진시,10
장애,10
적극,10
대신,10
전파,10
참석,10
사천시,10
장관,10
자료,10
지방세,10
일선,10
목적,10
상당,10
어르신,10
기일,10
스태프,10
양육,10
천안시,10
분쟁,10
최초,10
앨라배마,10
법률,10
오디오,10
명검,10
기자회견,10
사업가,10
컬러링,10
대량,9
해고,9
최고,9
주식,9
일일,9
특수,9
캠프,9
애도,9
지침,9
술집,9
전국,9
공연,9
명명,9
드라이브,9
스루,9
팀닥터,9
래퍼,9
인종차별,9
저리,9
때문,9
루스벨트,9
부담,9
친환경,9
의심,9
시약,9
시청,9
개설,9
고양이,9
제천시,9
조문,9
이용,9
소멸,9
파티,9
클릭,9
종목,9
내과,9
노사,9
개인,9
재정,9
악화,9
아이디어,9
공단,9
선수,9
시행,9
하이트진로,9
무급,9
휴직,9
케냐,9
합의,9
아파트,9
위약금,9
일손,9
민원,9
클립,9
일주일,9
심상정,9
민중,9
사설,8
시스템,8
가능,8
정신,8
손소독제,8
퇴치,8
이웃,8
협의,8
인민,8
활성화,8
방안,8
지브릴,8
리비아,8
최소,8
전략,8
신종,8
발견,8
강등,8
중소,8
수업,8
맞춤,8
유예,8
신호,8
요청,8
현금,8
사양,8
역설,8
항모,8
인하,8
통해,8
징계,8
할리우드,8
마포구,8
스타,8
가림,8
프로그램,8
전통,8
예정,8
출연,8
워커,8
심리상담,8
챔피언십,8
방송,8
소개,8
진중권,8
게임,8
창원,8
주말,8
죠스,8
납세,8
고발,8
병무청,8
악재,8
용품,8
제주,8
육성,8
역대,8
월드,8
열흘,8
코이카,8
허용,8
소프트,8
문의,8
산림,8
휴양,8
어제,8
재확,8
건양대,8
파견,8
이재,8
축제,8
거창군,8
탈출,8
녹화,8
레시피,7
의회,7
외출,7
기회,7
집중,7
가족,7
통합,7
기고,7
도지사,7
봉화군,7
농협,7
이번,7
러시아,7
면역,7
주민,7
훈련병,7
여명,7
수출입,7
아프리카,7
단체,7
실직,7
실험,7
영웅,7
대공황,7
공사,7
촉구,7
일시,7
논의,7
이중고,7
격돌,7
급감,7
침체,7
리그,7
창업,7
반영,7
사이버,7
외국인,7
승인,7
여부,7
제거,7
증세,7
진료,7
빌게이츠,7
부여,7
규암,7
성결교회,7
수출입은행,7
전쟁,7
대회,7
전격,7
생산,7
단양군,7
양주,7
전체,7
위축,7
동물,7
동학,7
일부,7
북부,7
위생,7
검진,7
보리스,7
확보,7
풍경,7
금지,7
공모,7
결정,7
호소,7
케어,7
증시,7
관심,7
생활비,7
기대,7
하향,7
쇼핑,7
바이,7
오메,7
탈북민,7
원단,7
참여자,7
모집,7
예상,7
감염증,7
사료,7
사람,7
항체,7
기자,7
상승세,7
옥천,7
영동군,7
언론,7
도시,7
상권,7
안전지대,7
콘텐츠,7
국립,7
고려,7
동안,7
고양시,7
배부,7
법원,7
웰컴,7
민중당,7
포항,6
진정,6
문제,6
산불,6
학교,6
유튜브,6
폭증,6
단지,6
추모,6
대학,6
혈액,6
분담,6
유가,6
불가피,6
토론,6
월급,6
성공,6
대감,6
건강,6
프로,6
캐나다,6
매체,6
수첩,6
충격,6
어업,6
밀양,6
연합,6
프로축구,6
교민,6
진의,6
라면,6
마치,6
유러,6
피안,6
생존,6
보험,6
격려,6
촬영,6
부각,6
부진,6
진주,6
피해자,6
방위,6
재택근무,6
실천,6
푸드,6
화물,6
꾸러미,6
세트,6
연구,6
의료인,6
삭감,6
진주만,6
협력,6
랭스,6
상보,6
관악구,6
투명,6
실내,6
경고,6
절도,6
선포,6
장애인,6
일정,6
일간,6
평균,6
정상,6
택시,6
창원시,6
용인시,6
요금,6
월간,6
명총,6
구매,6
변경,6
마케팅,6
헬로비전,6
가동,6
의정부시,6
촛불,6
집사부,6
일체,6
이재명,6
집계,6
소득,6
계약,6
폭발,6
다시,6
강남구,6
은평,6
경쟁력,6
할인,6
이벤트,6
그날,6
대한,6
영천시,6
제외,6
생명,6
우울,6
군민,6
농업,6
양산시,6
태안군,6
경기도,6
터널,6
한눈,6
지정,6
손보,6
보고,6
남북,6
일조,6
선원,6
이재준,6
고양시장,6
심기,6
김제시,6
일상,6
젊은이,6
입찰,6
반려견,6
파이널,6
소자,6
비공개,6
의령군,6
신혼여행,6
최악,5
쓰나미,5
반등,5
조사,5
민주당,5
투표,5
소속,5
이철우,5
봉사,5
수급,5
공약,5
미래,5
뉴스룸,5
마흐무드,5
쿠폰,5
중증,5
출입,5
몰수,5
스피드,5
생태계,5
남수단,5
마산의료원,5
아들,5
가지,5
사회보장,5
무엇,5
취재,5
보증,5
어디,5
클럽,5
안정화,5
국면,5
제시,5
우승,5
훈련,5
모금,5
라이프,5
그린,5
메시지,5
수수료,5
소리,5
업체,5
전날,5
등장,5
노멀,5
연설,5
위로,5
불씨,5
대형,5
이스라엘,5
속도,5
화상,5
수온,5
양식,5
임금,5
테러,5
열기,5
임실군,5
이탈,5
전문가,5
렌탈,5
범죄,5
농기,5
규제,5
월일,5
채용,5
조정,5
물류,5
복지관,5
필리핀,5
대표,5
위원장,5
