word,count
코로나,3909
신종,567
대응,384
확산,379
지원,356
방역,245
피해,233
경제,227
진자,215
취소,215
예방,204
중국,198
환자,193
여파,187
우려,165
점검,165
기업,164
간담,144
코로나바이러스,131
총력,130
관련,129
추가,127
정부,118
시장,117
금융,115
검사,115
지역,111
사망,111
대통령,108
마스크,104
현장,100
수원,100
방지,98
속보,96
국내,95
감염,93
사망자,93
확진,92
격리,88
음성,88
회의,86
의심,83
포토,82
극복,82
위해,82
치료,82
퇴원,80
관리,79
대책,77
개최,77
사태,73
긴급,70
행사,69
세계,68
방문,68
공인,64
소상,63
억원,62
변경,62
최고,60
영향,59
상황,58
장관,57
실시,56
종합,56
급증,56
항공,53
연기,53
모바일,53
진단,53
대기업,53
의료,52
차단,52
하루,52
최대,52
채용,52
비상,51
활성화,51
유은혜,50
대비,49
감염증,49
우한,49
바이러스,48
계획,48
주춤,47
브리핑,47
참석,46
사상,45
소독,44
크루즈선,43
타격,43
논의,43
강화,42
헌혈,42
기부,42
완화,42
이틀,42
확인,41
시설,41
취약,41
의회,41
마련,40
위기,40
직격탄,40
교민,40
경기,40
종식,40
부총리,40
한국,39
상승,39
자가,39
폭증,39
혈액,38
특별,38
기관,38
신규,38
일본,37
허용,37
위축,37
확대,36
공포,36
진행,36
기준,35
계층,35
업체,35
단체,35
발생,34
학교,34
증시,33
협력,33
소비,33
광주시,33
현황,33
상자,33
뉴욕증시,32
선물,32
최소,32
박람회,32
후베이성,32
전원,32
감사,31
판정,31
이재용,31
대학,30
운영,30
뉴스,30
병원,30
증가,30
지수,30
발표,29
직원,29
관광,29
재택근무,29
취업,29
중국인,29
미세먼지,29
대전,29
동남아,29
방안,29
해제,28
물품,28
전통,28
중소기업,28
활동,28
총리,28
투자,28
소비자,28
국민은행,28
공급,27
교육,27
부산,27
집중,27
박영선,27
스타트업,27
업계,26
중단,26
인천,26
정책,26
상공,26
당부,26
정세균,26
남성,26
제주,26
차관,26
식약처,26
서울시,26
뇌졸중,26
본부,25
체계,25
오늘,25
침체,25
개통,25
수출,25
발언,25
광주,25
명확,25
국제,24
구매,24
보고,24
수급,24
차질,24
화훼농,24
감소,24
이통,24
천명,24
크루즈,24
전담,24
삼성,24
당국,24
화상,24
북한,23
캠페인,23
안정,23
갤럭시,23
독감,23
문재인,23
보건,23
진영,23
완치,22
개국,22
개발,22
마감,22
자금,22
글로벌,22
결제,22
퇴치,22
협의,22
파악,22
축소,21
평균,21
유럽,21
대상,21
전문,21
후베이,21
회복,21
예산,21
기간,20
연장,20
이용,20
추진,20
중앙,20
진료,20
전망,20
분기,20
만원,20
적발,20
예정,20
성장,19
생산,19
달러,19
위생,19
시흥시,19
결과,19
상담,19
설치,19
최태원,19
재계,19
적극,18
뉴욕,18
유학생,18
모두,18
규모,18
귀국,18
처음,18
센터,18
수원시,18
드론,18
노선도,18
보상,18
원칙,18
윤종원,18
동참,17
용품,17
지자체,17
대구,17
일정,17
